cell,seed,n_trips,slot,kind,tie_margin,economic,load_l1,load_jump_slot,delta_lo,delta_hi,schedule_changed,margin_b_at_a,margin_a_at_b
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.81,-0.8,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.8,-0.79,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.79,-0.78,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.78,-0.77,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.77,-0.76,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.75,-0.74,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.74,-0.73,True,,
s4_n12_slot12,4,12,12,duty_change,False,True,16,-4.8,-0.73,-0.72,True,0.04321392821,0.004786071793
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.72,-0.71,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.7,-0.69,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.69,-0.68,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.68,-0.67,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.67,-0.66,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.66,-0.65,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.65,-0.64,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.63,-0.62,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.62,-0.61,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.61,-0.6,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.6,-0.59,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.59,-0.58,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.58,-0.57,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.57,-0.56,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.56,-0.55,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.55,-0.54,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.54,-0.53,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.53,-0.52,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.52,-0.51,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.51,-0.5,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.5,-0.49,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.48,-0.47,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.47,-0.46,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.46,-0.45,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,8.881784197e-15,0,-0.45,-0.44,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,8.881784197e-15,0,-0.44,-0.43,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,2.309263891e-14,1.421085472e-14,-0.43,-0.42,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.42,-0.41,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,8.881784197e-15,0,-0.41,-0.4,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,2.309263891e-14,1.421085472e-14,-0.4,-0.39,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.39,-0.38,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,2.309263891e-14,-1.421085472e-14,-0.38,-0.37,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.36,-0.35,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.34,-0.33,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.33,-0.32,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.32,-0.31,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.31,-0.3,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.3,-0.29,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.28,-0.27,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.27,-0.26,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.26,-0.25,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.25,-0.24,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.24,-0.23,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.23,-0.22,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.22,-0.21,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.21,-0.2,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.2,-0.19,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.19,-0.18,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.18,-0.17,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.17,-0.16,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.16,-0.15,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.15,-0.14,True,,
s4_n12_slot12,4,12,12,duty_change,False,True,61,-31,-0.14,-0.13,True,0.09325561,0.21674439
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.12,-0.11,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.11,-0.1,True,,
s4_n12_slot12,4,12,12,duty_change,True,False,79,-39.5,-0.08,-0.07,True,4.547473509e-13,0
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.06,-0.05,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.03,-0.02,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,-0.01,1.33226763e-15,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.33226763e-15,0.01,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.02,0.03,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.03,0.04,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.06,0.07,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.07,0.08,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.08,0.09,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.11,0.12,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.12,0.13,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.14,0.15,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.17,0.18,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.19,0.2,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.21,0.22,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.22,0.23,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.24,0.25,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.25,0.26,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.26,0.27,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.31,0.32,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.33,0.34,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.37,0.38,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.38,0.39,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.4,0.41,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.42,0.43,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.44,0.45,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.47,0.48,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.48,0.49,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.5,0.51,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.51,0.52,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.57,0.58,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.59,0.6,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.61,0.62,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.65,0.66,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.7,0.71,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.71,0.72,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.72,0.73,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.74,0.75,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.82,0.83,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.87,0.88,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.9,0.91,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.91,0.92,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.92,0.93,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.93,0.94,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.96,0.97,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.98,0.99,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,0.99,1,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.01,1.02,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.03,1.04,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.07,1.08,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.08,1.09,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.09,1.1,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.12,1.13,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.18,1.19,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.19,1.2,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.2,1.21,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.21,1.22,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.23,1.24,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.24,1.25,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.28,1.29,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.3,1.31,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.31,1.32,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.32,1.33,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.33,1.34,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.37,1.38,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.39,1.4,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.4,1.41,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.43,1.44,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.44,1.45,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.45,1.46,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.46,1.47,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.47,1.48,True,,
s4_n12_slot12,4,12,12,degenerate_tie,False,False,0,0,1.48,1.49,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.49,-1.48,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.48,-1.47,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.47,-1.46,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.44,-1.43,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.39,-1.38,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.38,-1.37,True,,
s4_n12_slot16,4,12,16,duty_change,False,True,18.7,-18.7,-1.36,-1.35,True,0.03687514596,0.04312485404
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.3,-1.29,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.29,-1.28,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.28,-1.27,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.26,-1.25,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.25,-1.24,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.24,-1.23,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.23,-1.22,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.22,-1.21,True,,
s4_n12_slot16,4,12,16,duty_change,False,True,36.6,-19.3,-1.21,-1.2,True,0.1741356123,0.01886438768
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.19,-1.18,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.18,-1.17,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.15,-1.14,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.14,-1.13,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.1,-1.09,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.08,-1.07,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.05,-1.04,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-1.03,-1.02,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.98,-0.97,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.97,-0.96,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.9,-0.89,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.88,-0.87,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.83,-0.82,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.82,-0.81,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.81,-0.8,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.79,-0.78,True,,
s4_n12_slot16,4,12,16,duty_change,False,True,31,-16,-0.78,-0.77,True,0.06656949964,0.09343050036
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.76,-0.75,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.75,-0.74,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.74,-0.73,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.72,-0.71,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.71,-0.7,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.7,-0.69,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.67,-0.66,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.62,-0.61,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.61,-0.6,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.56,-0.55,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.55,-0.54,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.53,-0.52,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.49,-0.48,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.48,-0.47,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.46,-0.45,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.45,-0.44,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.44,-0.43,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.43,-0.42,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.42,-0.41,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.39,-0.38,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.37,-0.36,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.36,-0.35,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.35,-0.34,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.33,-0.32,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.32,-0.31,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.31,-0.3,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.29,-0.28,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.28,-0.27,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.24,-0.23,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.2,-0.19,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.19,-0.18,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.18,-0.17,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.17,-0.16,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.16,-0.15,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.14,-0.13,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.12,-0.11,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.06,-0.05,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.05,-0.04,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,-0.01,1.33226763e-15,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.03,0.04,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.04,0.05,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.06,0.07,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.11,0.12,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.15,0.16,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.16,0.17,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.19,0.2,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.2,0.21,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.21,0.22,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.23,0.24,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.25,0.26,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.33,0.34,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.35,0.36,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.39,0.4,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.4,0.41,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.45,0.46,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.46,0.47,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.48,0.49,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.49,0.5,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.52,0.53,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.65,0.66,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.68,0.69,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.75,0.76,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.8,0.81,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.82,0.83,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,0.98,0.99,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1,1.01,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.01,1.02,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.02,1.03,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.04,1.05,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.06,1.07,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.07,1.08,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.08,1.09,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.1,1.11,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.11,1.12,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.21,1.22,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.23,1.24,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.24,1.25,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.25,1.26,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.26,1.27,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.29,1.3,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.34,1.35,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.35,1.36,True,,
s4_n12_slot16,4,12,16,degenerate_tie,False,False,0,0,1.48,1.49,True,,
s4_n12_slot20,4,12,20,charging_only,False,True,5.9,-5.9,-1.49,-1.48,False,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.48,-1.47,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.38,-1.37,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.35,-1.34,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.34,-1.33,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.32,-1.31,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.29,-1.28,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.27,-1.26,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.26,-1.25,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.25,-1.24,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.16,-1.15,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.15,-1.14,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.12,-1.11,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.11,-1.1,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.08,-1.07,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.06,-1.05,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.05,-1.04,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-1.04,-1.03,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.99,-0.98,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.97,-0.96,True,,
s4_n12_slot20,4,12,20,duty_change,False,True,27.2,-14.1,-0.93,-0.92,True,0.05218389897,0.08881610103
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.92,-0.91,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.9,-0.89,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.89,-0.88,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.88,-0.87,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.87,-0.86,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.85,-0.84,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.81,-0.8,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.75,-0.74,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.74,-0.73,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.68,-0.67,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.67,-0.66,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.62,-0.61,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.59,-0.58,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.57,-0.56,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.54,-0.53,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.53,-0.52,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.52,-0.51,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.51,-0.5,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.46,-0.45,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.45,-0.44,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.44,-0.43,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.41,-0.4,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.4,-0.39,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.38,-0.37,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.37,-0.36,True,,
s4_n12_slot20,4,12,20,degenerate_tie,False,False,0,0,-0.35,-0.34,True,,
